FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230105;0700;6;;;
230105;0800;5;;;
230105;0900;3;;;
230105;1000;4;;;
230105;1100;3;;;
230105;1200;1;;;
230105;1300;1;;;
230105;1400;1;;;
230105;1500;1;;;
230105;1600;1;;;
230105;1700;;;5;
230105;1800;4;;;
230105;1900;2;;;
230105;2000;2;;;
230105;2100;1;;;
230105;2200;1;;;
230105;2300;1;;;
230106;0000;1;;;
230106;0100;1;;;
230106;0200;6;;;
230106;0300;4;;;
230106;0400;2;;;
230106;0500;3;;;
230106;0600;4;;;
230106;0700;6;;;
230106;0800;5;;;
230106;0900;5;;;
230106;1000;7;;;
230106;1100;4;;;
230106;1200;1;;;
230106;1300;1;;;
230106;1400;1;;;
230106;1500;1;;;
230106;1600;1;;;
230106;1700;1;;;
230106;1800;4;;;
230106;1900;4;;;
230106;2000;2;;;
230106;2100;2;;;
230106;2200;7;;;
230106;2300;4;;;
230107;0000;2;;;
230107;0100;1;;;
230107;0200;1;;;
230107;0300;1;;;
230107;0400;1;;;
230107;0500;1;;;
230107;0600;5;;;
230107;0700;7;;;
230107;0800;4;;;
230107;0900;3;;;
230107;1000;7;;;
230107;1100;6;;;
230107;1200;5;;;
230107;1300;3;;;
230107;1400;1;;;
230107;1500;3;;;
230107;1600;4;;;
230107;1700;8;;;
230107;1800;7;;;
230107;1900;8;;;
230107;2000;10;;;
230107;2100;6;;;
230107;2200;21;;;
230107;2300;14;;;
230108;0000;17;;;
230108;0100;13;;;
230108;0200;8;;;
230108;0300;4;;;
230108;0400;1;;;
230108;0500;1;;;
230108;0600;10;;;
230108;0700;9;;;
230108;0800;9;;;
230108;0900;12;;;
230108;1000;8;;;
230108;1100;6;;;
230108;1200;6;;;
230108;1300;4;;;
230108;1400;2;;;
230108;1500;1;;;
230108;1600;1;;;
230108;1700;2;;;
230108;1800;8;;;
230108;1900;5;;;
230108;2000;4;;;
230108;2100;8;;;
230108;2200;8;;;
230108;2300;4;;;
230109;0000;4;;;
230109;0100;3;;;
230109;0200;1;;;
230109;0300;1;;;
230109;0400;1;;;
230109;0500;1;;;
230109;0600;10;;;
230109;0700;6;;;
230109;0800;3;;;
230109;0900;2;;;
230109;1000;5;;;
230109;1100;6;;;
230109;1200;4;;;
230109;1300;4;;;
230109;1400;3;;;
230109;1500;4;;;
230109;1600;6;;;
230109;1700;5;;;
230109;1800;8;;;
230109;1900;11;;;
230109;2000;11;;;
230109;2100;9;;;
230109;2200;5;;;
230109;2300;3;;;
230110;0000;4;;;
230110;0100;4;;;
230110;0200;3;;;
230110;0300;1;;;
230110;0400;1;;;
230110;0500;1;;;
230110;0600;8;;;
230110;0700;8;;;
230110;0800;11;;;
230110;0900;21;;;
230110;1000;13;;;
230110;1100;15;;;
230110;1200;17;;;
230110;1300;23;;;
230110;1400;21;;;
230110;1500;38;;;
230110;1600;25;;;
230110;1700;34;;;
230110;1800;31;;;
230110;1900;31;;;
230110;2000;33;;;
230110;2100;24;;;
230110;2200;22;;;
230110;2300;10;;;
230111;0000;9;;;
230111;0100;13;;;
230111;0200;7;;;
230111;0300;2;;;
230111;0400;1;;;
230111;0500;1;;;
230111;0600;5;;;
230111;0700;16;;;
230111;0800;10;;;
230111;0900;8;;;
230111;1000;14;;;
230111;1100;8;;;
230111;1200;4;;;
230111;1300;2;;;
230111;1400;1;;;
230111;1500;1;;;
230111;1600;6;;;
230111;1700;7;;;
230111;1800;5;;;
230111;1900;5;;;
230111;2000;13;;;
230111;2100;18;;;
230111;2200;19;;;
230111;2300;18;;;
230112;0000;13;;;
230112;0100;18;;;
230112;0200;2;;;
230112;0300;4;;;
230112;0400;2;;;
230112;0500;3;;;
230112;0600;16;;;
230112;0700;5;;;
230112;0800;6;;;
230112;0900;4;;;
230112;1000;6;;;
230112;1100;3;;;
230112;1200;4;;;
230112;1300;4;;;
230112;1400;4;;;
230112;1500;4;;;
230112;1600;5;;;
230112;1700;5;;;
230112;1800;2;;;
230112;1900;4;;;
230112;2000;19;;;
230112;2100;8;;;
230112;2200;6;;;
230112;2300;11;;;
230113;0000;8;;;
230113;0100;12;;;
230113;0200;10;;;
230113;0300;6;;;
230113;0400;1;;;
230113;0500;1;;;
230113;0600;3;;;
230113;0700;2;;;
230113;0800;4;;;
230113;0900;5;;;
230113;1000;5;;;
230113;1100;8;;;
230113;1200;7;;;
230113;1300;5;;;
230113;1400;3;;;
230113;1500;1;;;
230113;1600;1;;;
230113;1700;3;;;
230113;1800;4;;;
230113;1900;6;;;
230113;2000;13;;;
230113;2100;7;;;
230113;2200;7;;;
230113;2300;5;;;
230114;0000;1;;;
230114;0100;1;;;
230114;0200;5;;;
230114;0300;4;;;
230114;0400;1;;;
230114;0500;5;;;
230114;0600;5;;;
230114;0700;13;;;
230114;0800;9;;;
230114;0900;6;;;
230114;1000;4;;;
230114;1100;6;;;
230114;1200;4;;;
230114;1300;4;;;
230114;1400;2;;;
230114;1500;1;;;
230114;1600;1;;;
230114;1700;2;;;
230114;1800;3;;;
230114;1900;7;;;
230114;2000;16;;;
230114;2100;17;;;
230114;2200;62;;;
230114;2300;22;;;
230115;0000;20;;;
230115;0100;1;;;
230115;0200;1;;;
230115;0300;1;;;
230115;0400;1;;;
230115;0500;4;;;
230115;0600;18;;;
230115;0700;5;;;
230115;0800;5;;;
230115;0900;4;;;
230115;1000;3;;;
230115;1100;3;;;
230115;1200;2;;;
230115;1300;3;;;
230115;1400;4;;;
230115;1500;2;;;
230115;1600;2;;;
230115;1700;6;;;
230115;1800;3;;;
230115;1900;1;;;
230115;2000;5;;;
230115;2100;4;;;
230115;2200;6;;;
230115;2300;6;;;
230116;0000;7;;;
230116;0100;4;;;
230116;0200;2;;;
230116;0300;1;;;
230116;0400;2;;;
230116;0500;4;;;
230116;0600;23;;;
230116;0700;8;;;
230116;0800;10;;;
230116;0900;8;;;
230116;1000;6;;;
230116;1100;5;;;
230116;1200;4;;;
230116;1300;2;;;
230116;1400;2;;;
230116;1500;4;;;
230116;1600;1;;;
230116;1700;1;;;
230116;1800;1;;;
230116;1900;3;;;
230116;2000;6;;;
230116;2100;5;;;
230116;2200;3;;;
230116;2300;2;;;
230117;0000;1;;;
230117;0100;1;;;
230117;0200;1;;;
230117;0300;1;;;
230117;0400;1;;;
230117;0500;7;;;
230117;0600;5;;;
230117;0700;6;;;
230117;0800;9;;;
230117;0900;5;;;
230117;1000;4;;;
230117;1100;5;;;
230117;1200;3;;;
230117;1300;5;;;
230117;1400;5;;;
230117;1500;3;;;
230117;1600;2;;;
230117;1700;1;;;
230117;1800;3;;;
230117;1900;2;;;
230117;2000;4;;;
230117;2100;4;;;
230117;2200;30;;;
230117;2300;2;;;
230118;0000;2;;;
230118;0100;3;;;
230118;0200;2;;;
230118;0300;6;;;
230118;0400;4;;;
230118;0500;30;;;
230118;0600;16;;;
230118;0700;8;;;
230118;0800;8;;;
230118;0900;6;;;
230118;1000;6;;;
230118;1100;6;;;
230118;1200;5;;;
230118;1300;3;;;
230118;1400;5;;;
230118;1500;7;;;
230118;1600;2;;;
230118;1700;1;;;
230118;1800;4;;;
230118;1900;5;;;
230118;2000;7;;;
230118;2100;25;;;
230118;2200;6;;;
230118;2300;9;;;
230119;0000;5;;;
230119;0100;3;;;
230119;0200;2;;;
230119;0300;1;;;
230119;0400;4;;;
230119;0500;9;;;
230119;0600;9;;;
230119;0700;6;;;
230119;0800;5;;;
230119;0900;6;;;
230119;1000;3;;;
230119;1100;1;;;
230119;1200;5;;;
230119;1300;5;;;
230119;1400;3;;;
230119;1500;1;;;
230119;1600;1;;;
230119;1700;1;;;
230119;1800;1;;;
230119;1900;1;;;
230119;2000;1;;;
230119;2100;6;;;
230119;2200;12;;;
230119;2300;6;;;
230120;0000;3;;;
230120;0100;3;;;
230120;0200;2;;;
230120;0300;1;;;
230120;0400;1;;;
230120;0500;1;;;
230120;0600;6;;;
230120;0700;4;;;
230120;0800;4;;;
230120;0900;5;;;
230120;1000;5;;;
230120;1100;6;;;
230120;1200;2;;;
230120;1300;1;;;
230120;1400;1;;;
230120;1500;2;;;
230120;1600;4;;;
230120;1700;4;;;
230120;1800;1;;;
230120;1900;1;;;
230120;2000;2;;;
230120;2100;1;;;
230120;2200;2;;;
230120;2300;3;;;
230121;0000;1;;;
230121;0100;1;;;
230121;0200;1;;;
230121;0300;1;;;
230121;0400;1;;;
230121;0500;1;;;
230121;0600;4;;;
230121;0700;4;;;
230121;0800;2;;;
230121;0900;5;;;
230121;1000;5;;;
230121;1100;4;;;
230121;1200;3;;;
230121;1300;4;;;
230121;1400;2;;;
230121;1500;1;;;
230121;1600;1;;;
230121;1700;1;;;
230121;1800;2;;;
230121;1900;2;;;
230121;2000;1;;;
230121;2100;3;;;
230121;2200;4;;;
230121;2300;5;;;
230122;0000;6;;;
230122;0100;14;;;
230122;0200;7;;;
230122;0300;1;;;
230122;0400;1;;;
230122;0500;3;;;
230122;0600;16;;;
230122;0700;2;;;
230122;0800;3;;;
230122;0900;3;;;
230122;1000;1;;;
230122;1100;7;;;
230122;1200;4;;;
230122;1300;1;;;
230122;1400;1;;;
230122;1500;1;;;
230122;1600;1;;;
230122;1700;1;;;
230122;1800;1;;;
230122;1900;1;;;
230122;2000;1;;;
230122;2100;6;;;
230122;2200;5;;;
230122;2300;4;;;
230123;0000;7;;;
230123;0100;7;;;
230123;0200;3;;;
230123;0300;3;;;
230123;0400;4;;;
230123;0500;9;;;
230123;0600;20;;;
230123;0700;13;;;
230123;0800;8;;;
230123;0900;3;;;
230123;1000;3;;;
230123;1100;3;;;
230123;1200;1;;;
230123;1300;2;;;
230123;1400;5;;;
230123;1500;3;;;
230123;1600;1;;;
230123;1700;3;;;
230123;1800;3;;;
230123;1900;4;;;
230123;2000;5;;;
230123;2100;10;;;
230123;2200;7;;;
230123;2300;7;;;
230124;0000;5;;;
230124;0100;3;;;
230124;0200;1;;;
230124;0300;1;;;
230124;0400;2;;;
230124;0500;1;;;
230124;0600;;;;
230124;0700;10;;;
230124;0800;9;;;
230124;0900;7;;;
230124;1000;4;;;
230124;1100;5;;;
230124;1200;5;;;
230124;1300;;;;
230124;1400;;;;
230124;1500;;;;
230124;1600;;;8;
230124;1700;;;2;
230124;1800;;;1;
230124;1900;;;3;
230124;2000;;;2;
230124;2100;;;2;
230124;2200;;;1;
230124;2300;;;3;
230125;0000;;;8;
230125;0100;;;5;
230125;0200;;;6;
230125;0300;;;5;
230125;0400;;;4;
230125;0500;;;4;
230125;0600;;;3;
230125;0700;;;;
230125;0800;;;5;
230125;0900;;;3;
230125;1000;;;1;
230125;1100;;;2;
230125;1200;;;3;
230125;1300;;;2;
230125;1400;;;5;
230125;1500;;;5;
230125;1600;;;2;
230125;1700;;;3;
230125;1800;;;3;
230125;1900;;;2;
230125;2000;;;4;
230125;2100;;;3;
230125;2200;;;2;
230125;2300;;;1;
230126;0000;;;4;
230126;0100;;;4;
230126;0200;;;3;
230126;0300;;;4;
230126;0400;;;2;
230126;0500;;;3;
230126;0600;;;4;
230126;0700;;;9;
230126;0800;;;5;
230126;0900;;;4;
230126;1000;;;5;
230126;1100;;;3;
230126;1200;;;5;
230126;1300;;;5;
230126;1400;;;4;
230126;1500;;;2;
230126;1600;;;3;
230126;1700;;;6;
230126;1800;;;3;
230126;1900;;;4;
230126;2000;;;4;
230126;2100;;;3;
230126;2200;;;12;
230126;2300;;;6;
230127;0000;;;2;
230127;0100;;;3;
230127;0200;;;3;
230127;0300;;;3;
230127;0400;;;5;
230127;0500;;;3;
230127;0600;;;2;
230127;0700;;;6;
230127;0800;;;5;
230127;0900;;;7;
230127;1000;;;7;
230127;1100;;;2;
230127;1200;;;1;
230127;1300;;;2;
230127;1400;;;6;
230127;1500;;;9;
230127;1600;;;6;
230127;1700;;;4;
230127;1800;;;4;
230127;1900;;;;
230127;2000;6;;;
230127;2100;12;;;
230127;2200;9;;;
230127;2300;7;;;
230128;0000;2;;;
230128;0100;1;;;
230128;0200;3;;;
230128;0300;1;;;
230128;0400;1;;;
230128;0500;6;;;
230128;0600;5;;;
230128;0700;3;;;
230128;0800;5;;;
230128;0900;5;;;
230128;1000;3;;;
230128;1100;1;;;
230128;1200;1;;;
230128;1300;2;;;
230128;1400;1;;;
230128;1500;5;;;
230128;1600;3;;;
230128;1700;1;;;
230128;1800;1;;;
230128;1900;2;;;
230128;2000;3;;;
230128;2100;1;;;
230128;2200;2;;;
230128;2300;7;;;
230129;0000;8;;;
230129;0100;8;;;
230129;0200;5;;;
230129;0300;3;;;
230129;0400;2;;;
230129;0500;1;;;
230129;0600;5;;;
230129;0700;7;;;
230129;0800;5;;;
230129;0900;5;;;
230129;1000;3;;;
230129;1100;5;;;
230129;1200;5;;;
230129;1300;4;;;
230129;1400;3;;;
230129;1500;1;;;
230129;1600;1;;;
230129;1700;1;;;
230129;1800;1;;;
230129;1900;1;;;
230129;2000;1;;;
230129;2100;1;;;
230129;2200;1;;;
230129;2300;1;;;
230130;0000;2;;;
230130;0100;1;;;
230130;0200;1;;;
230130;0300;1;;;
230130;0400;1;;;
230130;0500;1;;;
230130;0600;3;;;
230130;0700;2;;;
230130;0800;7;;;
230130;0900;5;;;
230130;1000;4;;;
230130;1100;5;;;
230130;1200;3;;;
230130;1300;2;;;
230130;1400;1;;;
230130;1500;4;;;
230130;1600;5;;;
230130;1700;3;;;
230130;1800;1;;;
230130;1900;1;;;
230130;2000;5;;;
230130;2100;13;;;
230130;2200;7;;;
230130;2300;27;;;
230131;0000;10;;;
230131;0100;7;;;
230131;0200;3;;;
230131;0300;3;;;
230131;0400;7;;;
230131;0500;7;;;
230131;0600;14;;;
230131;0700;9;;;
230131;0800;9;;;
230131;0900;8;;;
230131;1000;5;;;
230131;1100;7;;;
230131;1200;4;;;
230131;1300;1;;;
230131;1400;1;;;
230131;1500;2;;;
230131;1600;1;;;
230131;1700;1;;;
230131;1800;5;;;
230131;1900;5;;;
230131;2000;10;;;
230131;2100;7;;;
230131;2200;9;;;
230131;2300;6;;;
230201;0000;3;;;
230201;0100;1;;;
230201;0200;2;;;
230201;0300;1;;;
230201;0400;1;;;
230201;0500;6;;;
230201;0600;6;;;
230201;0700;5;;;
230201;0800;7;;;
230201;0900;5;;;
230201;1000;4;;;
230201;1100;1;;;
230201;1200;3;;;
230201;1300;3;;;
230201;1400;1;;;
230201;1500;5;;;
230201;1600;1;;;
230201;1700;1;;;
230201;1800;3;;;
230201;1900;5;;;
230201;2000;5;;;
230201;2100;4;;;
230201;2200;6;;;
230201;2300;5;;;
230202;0000;3;;;
230202;0100;1;;;
230202;0200;1;;;
230202;0300;2;;;
230202;0400;2;;;
230202;0500;4;;;
230202;0600;6;;;
230202;0700;8;;;
230202;0800;6;;;
230202;0900;4;;;
230202;1000;6;;;
230202;1100;3;;;
230202;1200;1;;;
230202;1300;1;;;
230202;1400;1;;;
230202;1500;6;;;
230202;1600;7;;;
230202;1700;5;;;
230202;1800;4;;;
230202;1900;3;;;
230202;2000;4;;;
230202;2100;6;;;
230202;2200;4;;;
230202;2300;5;;;
230203;0000;3;;;
230203;0100;2;;;
230203;0200;3;;;
230203;0300;2;;;
230203;0400;1;;;
230203;0500;4;;;
230203;0600;5;;;
230203;0700;4;;;
230203;0800;4;;;
230203;0900;11;;;
230203;1000;7;;;
230203;1100;6;;;
230203;1200;4;;;
230203;1300;3;;;
230203;1400;2;;;
230203;1500;1;;;
230203;1600;1;;;
230203;1700;2;;;
230203;1800;5;;;
230203;1900;3;;;
230203;2000;4;;;
230203;2100;6;;;
230203;2200;7;;;
230203;2300;4;;;
230204;0000;2;;;
230204;0100;2;;;
230204;0200;1;;;
230204;0300;2;;;
230204;0400;4;;;
230204;0500;4;;;
230204;0600;4;;;
230204;0700;7;;;
230204;0800;4;;;
230204;0900;7;;;
230204;1000;5;;;
230204;1100;2;;;
230204;1200;1;;;
230204;1300;6;;;
230204;1400;8;;;
230204;1500;7;;;
230204;1600;8;;;
230204;1700;5;;;
230204;1800;3;;;
230204;1900;1;;;
230204;2000;4;;;
230204;2100;4;;;
230204;2200;1;;;
230204;2300;1;;;
230205;0000;1;;;
230205;0100;3;;;
230205;0200;5;;;
230205;0300;2;;;
230205;0400;1;;;
230205;0500;1;;;
230205;0600;2;;;
230205;0700;3;;;
230205;0800;3;;;
230205;0900;6;;;
230205;1000;6;;;
230205;1100;6;;;
230205;1200;7;;;
230205;1300;3;;;
230205;1400;7;;;
230205;1500;6;;;
230205;1600;4;;;
230205;1700;3;;;
230205;1800;6;;;
230205;1900;8;;;
230205;2000;13;;;
230205;2100;13;;;
230205;2200;9;;;
230205;2300;7;;;
230206;0000;7;;;
230206;0100;5;;;
230206;0200;6;;;
230206;0300;5;;;
230206;0400;6;;;
230206;0500;4;;;
230206;0600;5;;;
230206;0700;9;;;
230206;0800;9;;;
230206;0900;7;;;
230206;1000;7;;;
230206;1100;10;;;
230206;1200;9;;;
230206;1300;6;;;
230206;1400;11;;;
230206;1500;6;;;
230206;1600;5;;;
230206;1700;5;;;
230206;1800;5;;;
230206;1900;5;;;
230206;2000;2;;;
230206;2100;5;;;
230206;2200;6;;;
230206;2300;13;;;
230207;0000;10;;;
230207;0100;4;;;
230207;0200;3;;;
230207;0300;6;;;
230207;0400;3;;;
230207;0500;3;;;
230207;0600;2;;;
230207;0700;5;;;
230207;0800;3;;;
230207;0900;2;;;
230207;1000;2;;;
230207;1100;6;;;
230207;1200;4;;;
230207;1300;1;;;
230207;1400;5;;;
230207;1500;4;;;
230207;1600;4;;;
230207;1700;4;;;
230207;1800;5;;;
230207;1900;3;;;
230207;2000;3;;;
230207;2100;4;;;
230207;2200;3;;;
230207;2300;3;;;
230208;0000;1;;;
230208;0100;1;;;
230208;0200;1;;;
230208;0300;1;;;
230208;0400;1;;;
230208;0500;1;;;
230208;0600;1;;;
230208;0700;3;;;
230208;0800;7;;;
230208;0900;7;;;
230208;1000;5;;;
230208;1100;4;;;
230208;1200;7;;;
230208;1300;4;;;
230208;1400;1;;;
230208;1500;4;;;
230208;1600;3;;;
230208;1700;2;;;
230208;1800;2;;;
230208;1900;1;;;
230208;2000;1;;;
230208;2100;3;;;
230208;2200;2;;;
230208;2300;1;;;
230209;0000;1;;;
230209;0100;3;;;
230209;0200;2;;;
230209;0300;1;;;
230209;0400;1;;;
230209;0500;1;;;
230209;0600;5;;;
230209;0700;13;;;
230209;0800;8;;;
230209;0900;6;;;
230209;1000;9;;;
230209;1100;9;;;
230209;1200;7;;;
230209;1300;4;;;
230209;1400;3;;;
230209;1500;6;;;
230209;1600;6;;;
230209;1700;3;;;
230209;1800;4;;;
230209;1900;7;;;
230209;2000;9;;;
230209;2100;13;;;
230209;2200;7;;;
230209;2300;3;;;
230210;0000;5;;;
230210;0100;5;;;
230210;0200;1;;;
230210;0300;3;;;
230210;0400;2;;;
230210;0500;4;;;
230210;0600;5;;;
230210;0700;6;;;
230210;0800;6;;;
230210;0900;8;;;
230210;1000;7;;;
230210;1100;6;;;
230210;1200;5;;;
230210;1300;4;;;
230210;1400;4;;;
230210;1500;9;;;
230210;1600;8;;;
230210;1700;14;;;
230210;1800;8;;;
230210;1900;13;;;
230210;2000;22;;;
230210;2100;12;;;
230210;2200;9;;;
230210;2300;4;;;
230211;0000;1;;;
230211;0100;3;;;
230211;0200;2;;;
230211;0300;1;;;
230211;0400;1;;;
230211;0500;1;;;
230211;0600;1;;;
230211;0700;2;;;
230211;0800;4;;;
230211;0900;5;;;
230211;1000;14;;;
230211;1100;7;;;
230211;1200;9;;;
230211;1300;5;;;
230211;1400;6;;;
230211;1500;21;;;
230211;1600;12;;;
230211;1700;14;;;
230211;1800;13;;;
230211;1900;26;;;
230211;2000;9;;;
230211;2100;13;;;
230211;2200;13;;;
230211;2300;9;;;
230212;0000;3;;;
230212;0100;3;;;
230212;0200;3;;;
230212;0300;3;;;
230212;0400;3;;;
230212;0500;3;;;
230212;0600;8;;;
230212;0700;7;;;
230212;0800;7;;;
230212;0900;6;;;
230212;1000;6;;;
230212;1100;7;;;
230212;1200;5;;;
230212;1300;4;;;
230212;1400;3;;;
230212;1500;4;;;
230212;1600;8;;;
230212;1700;8;;;
230212;1800;7;;;
230212;1900;8;;;
230212;2000;12;;;
230212;2100;11;;;
230212;2200;7;;;
230212;2300;7;;;
230213;0000;5;;;
230213;0100;5;;;
230213;0200;4;;;
230213;0300;3;;;
230213;0400;2;;;
230213;0500;2;;;
230213;0600;7;;;
230213;0700;17;;;
230213;0800;14;;;
230213;0900;15;;;
230213;1000;14;;;
230213;1100;16;;;
230213;1200;11;;;
230213;1300;14;;;
230213;1400;14;;;
230213;1500;17;;;
230213;1600;9;;;
230213;1700;17;;;
230213;1800;13;;;
230213;1900;26;;;
230213;2000;33;;;
230213;2100;41;;;
230213;2200;12;;;
230213;2300;15;;;
230214;0000;12;;;
230214;0100;6;;;
230214;0200;5;;;
230214;0300;5;;;
230214;0400;1;;;
230214;0500;1;;;
230214;0600;8;;;
230214;0700;14;;;
230214;0800;9;;;
230214;0900;8;;;
230214;1000;11;;;
230214;1100;7;;;
230214;1200;5;;;
230214;1300;11;;;
230214;1400;10;;;
230214;1500;9;;;
230214;1600;13;;;
230214;1700;21;;;
230214;1800;15;;;
230214;1900;17;;;
230214;2000;9;;;
230214;2100;;;9;
230214;2200;;;9;
230214;2300;;;9;
230215;0000;;;9;
230215;0100;;;9;
230215;0200;;;9;
230215;0300;;;9;
230215;0400;;;9;
230215;0500;;;9;
230215;0600;;;9;
230215;0700;;;9;
230215;0800;;;9;
230215;0900;;;9;
230215;1000;;;9;
230215;1100;;;9;
230215;1200;;;9;
230215;1300;;;;
230215;1400;;;9;
230215;1500;;;;
230215;1600;6;;;
230215;1700;11;;;
230215;1800;13;;;
230215;1900;15;;;
230215;2000;30;;;
230215;2100;15;;;
230215;2200;16;;;
230215;2300;15;;;
230216;0000;26;;;
230216;0100;21;;;
230216;0200;20;;;
230216;0300;8;;;
230216;0400;8;;;
230216;0500;20;;;
230216;0600;35;;;
230216;0700;13;;;
230216;0800;13;;;
230216;0900;7;;;
230216;1000;6;;;
230216;1100;7;;;
230216;1200;4;;;
230216;1300;6;;;
230216;1400;5;;;
230216;1500;3;;;
230216;1600;3;;;
230216;1700;11;;;
230216;1800;16;;;
230216;1900;18;;;
230216;2000;72;;;
230216;2100;94;;;
230216;2200;45;;;
230216;2300;14;;;
230217;0000;18;;;
230217;0100;5;;;
230217;0200;7;;;
230217;0300;6;;;
230217;0400;12;;;
230217;0500;30;;;
230217;0600;61;;;
230217;0700;14;;;
230217;0800;24;;;
230217;0900;4;;;
230217;1000;4;;;
230217;1100;5;;;
230217;1200;4;;;
230217;1300;3;;;
230217;1400;4;;;
230217;1500;6;;;
230217;1600;7;;;
230217;1700;4;;;
230217;1800;6;;;
230217;1900;8;;;
230217;2000;12;;;
230217;2100;9;;;
230217;2200;7;;;
230217;2300;5;;;
230218;0000;8;;;
230218;0100;5;;;
230218;0200;8;;;
230218;0300;8;;;
230218;0400;4;;;
230218;0500;3;;;
230218;0600;8;;;
230218;0700;4;;;
230218;0800;6;;;
230218;0900;6;;;
230218;1000;4;;;
230218;1100;7;;;
230218;1200;4;;;
230218;1300;5;;;
230218;1400;4;;;
230218;1500;1;;;
230218;1600;1;;;
230218;1700;4;;;
230218;1800;3;;;
230218;1900;2;;;
230218;2000;8;;;
230218;2100;9;;;
230218;2200;7;;;
230218;2300;7;;;
230219;0000;5;;;
230219;0100;3;;;
230219;0200;5;;;
230219;0300;4;;;
230219;0400;5;;;
230219;0500;6;;;
230219;0600;4;;;
230219;0700;3;;;
230219;0800;5;;;
230219;0900;4;;;
230219;1000;15;;;
230219;1100;11;;;
230219;1200;12;;;
230219;1300;15;;;
230219;1400;21;;;
230219;1500;4;;;
230219;1600;4;;;
230219;1700;8;;;
230219;1800;10;;;
230219;1900;11;;;
230219;2000;13;;;
230219;2100;12;;;
230219;2200;8;;;
230219;2300;16;;;
230220;0000;9;;;
230220;0100;5;;;
230220;0200;3;;;
230220;0300;5;;;
230220;0400;7;;;
230220;0500;5;;;
230220;0600;4;;;
230220;0700;14;;;
230220;0800;15;;;
230220;0900;8;;;
230220;1000;7;;;
230220;1100;5;;;
230220;1200;8;;;
230220;1300;6;;;
230220;1400;4;;;
230220;1500;2;;;
230220;1600;3;;;
230220;1700;6;;;
230220;1800;9;;;
230220;1900;10;;;
230220;2000;10;;;
230220;2100;9;;;
230220;2200;5;;;
230220;2300;19;;;
230221;0000;9;;;
230221;0100;5;;;
230221;0200;1;;;
230221;0300;2;;;
230221;0400;1;;;
230221;0500;2;;;
230221;0600;4;;;
230221;0700;6;;;
230221;0800;6;;;
230221;0900;5;;;
230221;1000;7;;;
230221;1100;8;;;
230221;1200;8;;;
230221;1300;7;;;
230221;1400;6;;;
230221;1500;4;;;
230221;1600;3;;;
230221;1700;7;;;
230221;1800;8;;;
230221;1900;7;;;
230221;2000;11;;;
230221;2100;8;;;
230221;2200;11;;;
230221;2300;6;;;
230222;0000;4;;;
230222;0100;1;;;
230222;0200;1;;;
230222;0300;1;;;
230222;0400;1;;;
230222;0500;1;;;
230222;0600;6;;;
230222;0700;4;;;
230222;0800;7;;;
230222;0900;10;;;
230222;1000;7;;;
230222;1100;6;;;
230222;1200;16;;;
230222;1300;11;;;
230222;1400;9;;;
230222;1500;4;;;
230222;1600;1;;;
230222;1700;1;;;
230222;1800;2;;;
230222;1900;4;;;
230222;2000;4;;;
230222;2100;3;;;
230222;2200;1;;;
230222;2300;5;;;
230223;0000;7;;;
230223;0100;5;;;
230223;0200;3;;;
230223;0300;1;;;
230223;0400;1;;;
230223;0500;1;;;
230223;0600;2;;;
230223;0700;13;;;
230223;0800;9;;;
230223;0900;5;;;
230223;1000;3;;;
230223;1100;1;;;
230223;1200;4;;;
230223;1300;3;;;
230223;1400;;;59;
230223;1500;;24;;
230223;1600;9;;;
230223;1700;13;;;
230223;1800;9;;;
230223;1900;4;;;
230223;2000;3;;;
230223;2100;7;;;
230223;2200;5;;;
230223;2300;6;;;
230224;0000;7;;;
230224;0100;4;;;
230224;0200;2;;;
230224;0300;3;;;
230224;0400;2;;;
230224;0500;2;;;
230224;0600;1;;;
230224;0700;3;;;
230224;0800;18;;;
230224;0900;24;;;
230224;1000;20;;;
230224;1100;16;;;
230224;1200;4;;;
230224;1300;7;;;
230224;1400;5;;;
230224;1500;2;;;
230224;1600;;;;
230224;1700;;15;;
230224;1800;7;;;
230224;1900;13;;;
230224;2000;21;;;
230224;2100;10;;;
230224;2200;19;;;
230224;2300;7;;;
230225;0000;7;;;
230225;0100;6;;;
230225;0200;3;;;
230225;0300;3;;;
230225;0400;6;;;
230225;0500;3;;;
230225;0600;3;;;
230225;0700;3;;;
230225;0800;18;;;
230225;0900;10;;;
230225;1000;9;;;
230225;1100;15;;;
230225;1200;11;;;
230225;1300;15;;;
230225;1400;;;11;
230225;1500;12;;;
230225;1600;17;;;
230225;1700;11;;;
230225;1800;9;;;
230225;1900;19;;;
230225;2000;15;;;
230225;2100;12;;;
230225;2200;12;;;
230225;2300;12;;;
230226;0000;7;;;
230226;0100;2;;;
230226;0200;5;;;
230226;0300;3;;;
230226;0400;7;;;
230226;0500;5;;;
230226;0600;3;;;
230226;0700;5;;;
230226;0800;14;;;
230226;0900;13;;;
230226;1000;10;;;
230226;1100;9;;;
230226;1200;6;;;
230226;1300;3;;;
230226;1400;4;;;
230226;1500;3;;;
230226;1600;11;;;
230226;1700;8;;;
230226;1800;8;;;
230226;1900;5;;;
230226;2000;9;;;
230226;2100;16;;;
230226;2200;8;;;
230226;2300;5;;;
230227;0000;2;;;
230227;0100;2;;;
230227;0200;1;;;
230227;0300;1;;;
